smiles,hERG,standardized_smiles
C1=CC=CC2=C1C3=C([NH]2)CCC(C3)N(C)C,1133,CN(C)C1CCc2[nH]c3ccccc3c2C1
C(C2(C1=CCCCC1)C(NC(=O)NC2=O)=O)C,1134,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
C1=CC=CC2=C1C(C3=C(C=C2)C=CC=C3)=CCCN(C)C,1135,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
[C@]23(C1(C(C1)CC2)[C@H](O)C[C@@H]4[C@@H]3CC[C@]5([C@H]4CC[C@@H]5C(=O)C)C)C,1136,CC(=O)C1CCC2C3CC(O)C45CC4CCC5(C)C3CCC12C
C1=NC(=NC(=C1CN(C(/C)=C2\CCOC(=O)S2)C=O)N)C,1137,CC(=C1CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N
C1=CC=CC3=C1C(C2=C(C=CC=C2)CC3)C(N)=O,1138,NC(=O)C1c2ccccc2CCc2ccccc21
[C@@]135C67[C@@H](N(CC1)CC2CC2)CC4=CC=C(O)C(=C34)O[C@@H]5C(OC)(C(C6)C(O)(C)C)C=C7,1139,COC12C=CC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
C(C1CCCCC1)CC(OCCN(C)C)=O,1140,CN(C)CCOC(=O)CCC1CCCCC1
C4=C(C(C2C(C1=CC=NC=C1)C2)(C3=CC=CC=C3)O)C=CC=C4,1141,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1
C1=CC(=CC=C1C23C(C(=O)NC2=O)C3)Cl,1142,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)C(CN(C)C)=O,1143,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21
C1=CC(=CC=C1C(C2=NCCN2)(C3=NC=CC=C3)O)Cl,1144,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1
C1=C(C(N)=O)C=C(C(=C1OC)OCCCCCCCCCC)OC,1145,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC
C1=C(C(=CC=C1C)CC2=CC=CC=C2)N3CCNCC3,1146,Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1
C3=C(C1=C2C(=NC(=O)CN1O)C=CC(=C2)Cl)C=CC=C3,1147,O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
C1=NC2=C([N]1CC(C)=O)C(N(CCCC)C(N2CCCC)=O)=O,1148,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O
CC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,1149,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
C1=NC(=NC2=C1N=C[N]2COCCO)N,1150,Nc1ncc2ncn(COCCO)c2n1
[C@H]34[C@H]2[C@@](F)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,1151,CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@]12(OC(O[C@@H]1C[C@@H]3C2(CC(O)[C@H]4C3CCC5=CC(=O)C=CC45C)C)(C)C)C(=O)CO,1152,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(CO)=O)C)O)F,1153,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
C2=C(CC1=CN=C[NH]1)C(=C(C=C2)C)C,1154,Cc1cccc(Cc2cnc[nH]2)c1C
[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4C)C)(OC(C5=CC=CO5)=O)C(COC(C)=O)=O,1155,CC(=O)OCC(=O)C1(OC(=O)c2ccco2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@@H]3(C1=CC=CC=C1)CN2CCSC2=N3,1156,c1ccc(C2CN3CCSC3=N2)cc1
C3=C(C1N2C(=NC1)NCC2)C=CC=C3,1157,c1ccc(C2CN=C3NCCN32)cc1
[C@@H]1(NCCCC1)[C@@H]2OC(OC2)(C3=CC=CC=C3)C4=CC=CC=C4,1158,c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1
[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C,1159,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(Cl)C12Cl
[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)COC(=O)C)(CC2Cl)C)CCC4=CC(=O)C=CC34C,1160,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC21C
C1=C(Cl)C=C(C(=C1C(NCCN(CC)CC)=O)OC)Cl,1162,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC
[C@]23([C@@H]1[C@@H](C(=CO[C@H]1OC(=O)CC(C)C)COC(=O)CC(C)C)C[C@@H]2OC(=O)C)OC3,1163,CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2
C2=C(C1(C(N(C(=O)N(C1=O)CC(COCCCC)OC(N)=O)CC(COCCCC)OC(N)=O)=O)CC)C=CC=C2,1164,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O
C4=C(C(C1=CC=C(C=C1)F)CCCN3CCN(CCNC2=CC=CC=C2)CC3)C=CC(=C4)F,1165,Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1
[C@@]24(F)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)CO)(CC4O)C)C,1166,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(COC(C(C)(C)C)=O)=O)C)O)F,1167,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC4(CN(C)CC4)C,1168,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1
CC1(C(NC(O1)=O)=O)C,1169,CC1(C)OC(=O)NC1=O
C1=NC2=C([N]1CCN(C)C)C(N(C)C(N2C)=O)=O,1170,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C
CN(C(C)CC1=CC=CC=C1)C,1171,CC(Cc1ccccc1)N(C)C
O=C2N1C(NC(=O)C1)CC2,1172,O=C1CN2C(=O)CCC2N1
C(C1(OC(COC(N)=O)CO1)C)CCCCCCCC,1173,CCCCCCCCCC1(C)OCC(COC(N)=O)O1
C2=C(C(C1=CC=CC=C1)(CC(NNC(C)=O)=O)O)C=CC=C2,1174,CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1
[C@]235[C@@]67[C@H](N(CC1CC1)CC2)CC4=C3C(=C(C=C4)O)O[C@H]5[C@](OC)([C@H](C6)C(C)(C)O)CC7,1175,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
C1=C(N=C2[N]1C(=C(CC)C(=N2)OC)C)C(C3=CC=CC=C3)=O,1176,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
C1=CC=CC2=C1C3(C4=C(CC2N3)C=CC=C4)C,1177,CC12NC(Cc3ccccc31)c1ccccc12
[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CCC4)C)(OC(CCC)=O)C(C)=O,1178,CCCC(=O)OC1(C(C)=O)CCCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
[H+].C1=C(OC)C(=CC2=C1C(=O)C(C2)CC3CCN(CC3)CC4=CC=CC=C4)OC.[Cl-],1179,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
C4=C(CCNC(C12CC3CC(C1)CC(C2)C3)=O)C=CC(=C4O)O,1180,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2
C1=CC=CC=C1C2(C(CN(C2=O)CC)CCN3CCOCC3)C4=CC=CC=C4,1181,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
[C@@]123C4=C(C[C@H]([C@@]1(CC[C@H](C2)O)O)N(CC3)C)C=CC(=C4OC)OC,1182,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3
C1=CC=C3C(=C1OC(C2=CC=CS2)CCNC)C=CC=C3,1183,CNCCC(Oc1cccc2ccccc12)c1cccs1
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCC(C(C4=CC=C(F)C=C4)=O)CC5,1184,O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
C(N1C(CCC1)=O)C(NNC(CN2C(CCC2)=O)=O)=O,1185,O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O
[C@H]2(N(C1=CC=C(C(=C1)Cl)Cl)C(CC)=O)[C@@H](CCC2)N(C)C,1186,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C
C2=C(N1N=C(C)CC1=O)C=CC=C2,1187,CC1=NN(c2ccccc2)C(=O)C1
C1=CC=CC=C1C(C)[N]2C=CN=C2C,1188,Cc1nccn1C(C)c1ccccc1
C1=CC(=CC3=C1\C(C2=CC=CC=C2N3)=C/CN(CC)CC)Cl,1189,CCN(CC)CC=C1c2ccccc2Nc2cc(Cl)ccc21
C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](CC)(=O)=O)=O)C3=CC=CC=C3F,1190,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
C1=C(C2=C(C=C1)C=CO2)N5CCN(CC3=CC=C([NH]3)C4=CC=C(C=C4)F)CC5,1191,Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1
C1=C(C2=C(C=C1)OCCO2)N3CCNCC3,1192,c1cc2c(c(N3CCNCC3)c1)OCCO2
C1=C(C=CC=C1C(CNC(CCCO)=O)(CC)CC)OC,1193,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1
C3=C(N2CCN(CC(COC1=CC(=C(OC)C(=C1)OC)OC)O)CC2)C(=CC=C3)OC,1194,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1
C1=CC=CC=C1CN(C2CC2)C(OCC)=O,1195,CCOC(=O)N(Cc1ccccc1)C1CC1
C3=C(C2=CC=C(N1CCC(O)CC1)N=N2)C(=CC(=C3)Cl)Cl,1196,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1
[C@@H]1([C@@H]([C@H]2C=C[C@@H]1C2)C(N(CC)CC)=O)C(N(CC)CC)=O,1197,CCN(CC)C(=O)C1C2C=CC(C2)C1C(=O)N(CC)CC
CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,1198,CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C
C3=C(OC2C1(NC(=O)C(O1)C)CCCC2)C=CC=C3Cl,1199,CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O
[C@@]12(C3=C(N(C)[C@H]1N(C)CC2)C=CC(=C3)OC(NCCCCCCC)=O)C,1200,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
C1=CC=CC3=C1C4=C(C2=C(C=CC=C2)N3C)CCN(CC4)C,1201,CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12
C1=C(C(C)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,1202,CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC
C1=NC2=C([N]1CCN(CC)CC)C(N(C)C(N2C)=O)=O,1203,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C
C1=C(Cl)C=CC3=C1C(C2=CC=CC=C2)SC(=N3)NCC,1204,CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1
C1=CC=CC2=C1C(C3=C(N(C)C2=O)C=CC=C3)OCC,1205,CCOC1c2ccccc2C(=O)N(C)c2ccccc21
[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-],1206,CCCCNCC1COc2cccc(OCC)c2O1
C(C)Cl,1207,CCCl
C=C,1208,C=C
C(C1(C(C(=CNC1=O)C)=O)CC)C,1209,CCC1(CC)C(=O)NC=C(C)C1=O
C2=C(C1(CCCCC1)NCC)C=CC=C2,1210,CCNC1(c2ccccc2)CCCCC1
[H+].C2=C1C(OC(=NC1=CC=C2Cl)NCC)(C3=CC=CC=C3)C.[Cl-],1211,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
C(C(N1C(CCC1)=O)C(N)=O)C,1212,CCC(C(N)=O)N1CCCC1=O
[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)N[S](N(CC)CC)(=O)=O)C,1213,CCN(CC)S(=O)(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
C3=C(C(N1CCN(CC1)CCOCCOCCO)C2=CC=CC=C2)C=CC(=C3)Cl.O=C(O)\C=C\C(O)=O,1214,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
C1=C(C=CC=C1N3CCN(CCCN2C(N(C(=N2)CC)CC)=O)CC3)Cl,1215,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
C2=CC(=C3OC5C14C6(C(N(CC1)C)CC2=C34)CC(C5(OC)C=C6)C(O)(CCC)C)O,1216,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
C3=C(C2(OC(C1CCCCN1)CO2)CC)C=CC=C3,1217,CCC1(c2ccccc2)OCC(C2CCCCN2)O1
C1=NC2=C([N]1CCC(COC(C)=O)COC(C)=O)N=C(N)N=C2,1218,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
C1=CC=CC2=C1C3=C(C(=O)N2CCCN(C)C)C=CC=C3,1219,CN(C)CCCn1c(=O)c2ccccc2c2ccccc21
C1=C(N=C2[N]1C(=C(CC)C(=N2)OC)C)C3=NOC(=N3)C,1220,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C
[C@H]1(NC(=O)CC1)C(=O)N2CCCCC2,1221,O=C1CCC(C(=O)N2CCCCC2)N1
C2=C(C1(C(N(CC(COCCCC)OC(N)=O)C(=O)NC1=O)=O)CC)C=CC=C2,1222,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O
C1=C(C(COC(N)=O)COC(N)=O)C=CC=C1,1223,NC(=O)OCC(COC(N)=O)c1ccccc1
C3=C(C2C(COC1=CC=C(OC)C=C1)CN(C)CC2)C=CC=C3,1224,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1
C1=CC(=CC=C1C(CCCN3CCN(C(OC2CCCCC2)=O)CC3)=O)F,1225,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1
C3=C(C1C(N(CCO1)CCOC(C(C2=CC=CC=C2)CC)=O)C)C=CC=C3,1226,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1
C3=C(C1C(NCC)C2CC1CC2)C=CC=C3,1227,CCNC1C2CCC(C2)C1c1ccccc1
C2=C(\C(NCCCC)=C\1C=C(Cl)C=CC1=O)C(=CC=C2)Cl,1228,CCCCNC(=C1C=C(Cl)C=CC1=O)c1ccccc1Cl
C4=C3[NH]C1=C(CCNC1CC2=CC=CC=C2)C3=CC=C4,1229,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1
C2=C(C1(C(C(=O)NC1=O)CC)C)C=CC=C2,1230,CCC1C(=O)NC(=O)C1(C)c1ccccc1
C1=C(C(=CC=C1OCC2=NCCN2)Cl)Cl,1231,Clc1ccc(OCC2=NCCN2)cc1Cl
C1=CC=CC=C1C2C(NC(=O)CO2)C,1232,CC1NC(=O)COC1c1ccccc1
C1=C(C=CC=C1NC(NC2=NC(=O)CN2C)=O)Cl,1233,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1
C1=CC=CC=C1C2C(N=C(O2)NCC)=O,1234,CCNC1=NC(=O)C(c2ccccc2)O1
C1=CC(=CC=C1C(CC(C)(C)O)(C)O)Cl,1235,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1
C3=C(C1=NC(=N[N]1C)C2=CC=CN=C2)C(=CC=C3)CO,1236,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO
C1=C4C(=CC(=C1)CN3CCN(C(COC2=CC=C(Cl)C=C2)=O)CC3)OCO4,1237,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
C1=C(C(CNC(C)(C)C)O)C(=CC=C1)F,1238,CC(C)(C)NCC(O)c1ccccc1F
[C@@H](C1=CC=C(C=C1)[S](C)(=O)=O)([C@H](NC(C(Cl)Cl)=O)CF)O,1239,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)C(CCN(CC)CC)=O,1240,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21
[C@@]34(F)C(C2C(C1(N=C(OC1C2)C)C(=O)COC(=O)C)(CC3O)C)CCC5=CC(=O)C=CC45C,1241,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F,1242,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1
C1=C(C(=CC=C1[S](N)(=O)=O)OC)C(NCC3N(CC2=CC=C(F)C=C2)CCC3)=O,1243,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1
[C@@]23(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C5C(CC3Cl)([C@]4(C(=O)CO)OC(O[C@@H]4C5)(C)C)C)C,1244,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CO)O1
[C@H]23[C@@]([C@@]1(C(=CC(=O)CC1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(CO)=O)O)C)O)F,1245,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F
[C@H]23[C@@]([C@@]1(C(=CC(=O)CC1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(COC(C)=O)=O)O)C)O)F,1246,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
C1=C(F)C=CC2=C1NC(=C3C(=N2)SC(=C3)C)N4CCN(CC4)C,1247,Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1
[C@]12(OC(O[C@@H]1CC3C2(CC(O)[C@@]4(F)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)C(OC)OC,1248,COC(OC)C(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C)=O)=O,1249,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C,1250,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
CCCCCC(=O)OCC(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C,1251,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
C1=CC(=CC=C1[S](CC)(=O)=O)F,1252,CCS(=O)(=O)c1ccc(F)cc1
[C@]23([C@H]([C@H]1[C@]([C@@](OC(C)=O)(C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)C=C[C@]34C)F,1253,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
[C@@H]1(C3=C([C@H](C2=C1C=CC=C2)C)C=CC(=C3)C(F)(F)F)CCCN(C)C,1254,CC1c2ccccc2C(CCCN(C)C)c2cc(C(F)(F)F)ccc21
C2=C(C(OC1=CC=C(C=C1)C(F)(F)F)CCNC)C=CC=C2,1255,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(CCCCCC)=O)CC4,1256,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
C1=CC=CC3=C1N(CCCN2CCC(OCCO)CC2)C4=C(S3)C=CC(=C4)C(F)(F)F,1257,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
C1=C(C=CC=C1N2CCN(CCNC(N)=O)CC2)C(F)(F)F,1258,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
C1=CC=CC=C1N2C5(C(NC2)=O)CCN(CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CC5,1259,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
C1=C(Cl)C=CC2=C1C3(N(CC(=O)N2CCO)CCO3)C4=CC=CC=C4F,1260,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO
CN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23,1261,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)SCF,1262,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF
[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4C)C)(OC(CC)=O)C(SCF)=O,1263,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(SC=C2)S3)CCCN4CCN(CCO)CC4,1264,OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1
C1=C(C(OCC)=O)[N](C=N1)C(C)C2=CC=C(C=C2)F,1265,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1
C1=CC(=CC2=C1[N](C4=C2CN(CCCC(C3=CC=C(C=C3)F)O)CC4)C5=CC=C(F)C=C5)F,1266,OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1
[C@@H](O)(/C=C/C1=C(C2=C([N]1C(C)C)C=CC=C2)C3=CC=C(F)C=C3)C[C@H](O)CC(=O)O,1267,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
C1=C(C(F)(F)F)C=CC(=C1)C(=N/OCCN)/CCCCOC.O=C(O)\C=C/C(=O)O,1268,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1
C2=C(OC1CN(C(NC)=O)C1)C=CC=C2C(F)(F)F,1269,CNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1
[C@H](NC(C3=CC=C(NCC1=NC2=C(N=C1)NC(=NC2=O)N)C=C3)=O)(CCC(O)=O)C(O)=O,1270,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
[C@]12(OC(O[C@@H]1CC3C2(CC(O)[C@@]4(F)C3CC(=C5C4(CCC(=C5)OCCCl)C)C=O)C)(C)C)C(=O)COC(=O)C,1271,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C
C1=CC(=CC2=C1N(C(CN=C2C3=CC=CC=C3)=O)C[P](C)(C)=O)Cl,1272,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
C1=CC=CC=C1[P](C2=CC=CC=C2)(CC(NN)=O)=O,1273,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1
[C@@H]1([P](O)(O)=O)[C@H](C)O1,1274,CC1OC1P(=O)(O)O
C1=CC=CC=C1C3(C2=CC=CC=C2)C(N(CO[P](O)(O)=O)C(N3)=O)=O,1275,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)C(CCN4CCN(C)CC4)=O,1276,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)C(CCN4CCN(CCO)CC4)=O,1277,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21
C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCC(C4C(OCC4)=O)(O)CC5,1278,O=C1OCCC1C1(O)CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
C1=NC(=NC(=C1CN(C(=C(SSCC2CCCO2)\CCO)/C)C=O)N)C,1279,CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
O=C2C1=C(CNCC1)ON2,1280,O=c1[nH]oc2c1CCNC2
[C@H]13[C@@H]([C@@]2([C@@H](CC1)C[C@](O)(CC2)C)C)CC[C@]4([C@H]3CC[C@@H]4C(=O)C)C,1281,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C
C1=NC(=C(C2=C1[NH]C3=C2C(=CC=C3)OC4=CC=C(C=C4)Cl)COC)C(OC(C)C)=O,1282,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12
C1=C(O)C=CC4=C1C3(C(C(N(CC2CC2)CC3)C4)(C)C)CC,1283,CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C
